taxon_ids,user_supplied_name,submitted_name,matched_name,data_source_title,score,family,class
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Giraffa camelopardalis,Giraffa camelopardalis,Giraffa camelopardalis,NCBI,0.988,Giraffidae,Mammalia
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Alcelaphus buselaphus,Alcelaphus buselaphus,Alcelaphus buselaphus,NCBI,0.988,Bovidae,Mammalia
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Connochaetes gnou,Connochaetes gnou,Connochaetes gnou,NCBI,0.988,Bovidae,Mammalia
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Connochaetes taurinus,Connochaetes taurinus,Connochaetes taurinus,NCBI,0.988,Bovidae,Mammalia
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Taurotragus oryx,Taurotragus oryx,Taurotragus oryx,Freebase,0.988,Bovidae,Mammalia
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Tragelaphus strepsiceros,Tragelaphus strepsiceros,Tragelaphus strepsiceros,NCBI,0.988,Bovidae,Mammalia
"Kobus ellipsiprymnus,Equus quagga,Giraffa camelopardalis,Alcelaphus buselaphus,Connochaetes gnou,Connochaetes taurinus,Taurotragus oryx,Tragelaphus strepsiceros,Oryx gazella",Oryx gazella,Oryx gazella,Oryx gazella,NCBI,0.988,Bovidae,Mammalia
"Phoca ,Phoca largha,Erignathus barbatus,Pusa hispida",Phoca,Phoca,Phoca,Catalogue of Life,0.75,Phocidae,Mammalia
"Phoca ,Phoca largha,Erignathus barbatus,Pusa hispida",Phoca largha,Phoca largha,Phoca largha,NCBI,0.988,Phocidae,Mammalia
"Phoca ,Phoca largha,Erignathus barbatus,Pusa hispida",Erignathus barbatus,Erignathus barbatus,Erignathus barbatus,NCBI,0.988,Phocidae,Mammalia
"Phoca ,Phoca largha,Erignathus barbatus,Pusa hispida",Pusa hispida,Pusa hispida,Pusa hispida,NCBI,0.988,Phocidae,Mammalia
"Phoca largha,Erignathus barbatus,Pusa hispida",Phoca largha,Phoca largha,Phoca largha,NCBI,0.988,Phocidae,Mammalia
"Phoca largha,Erignathus barbatus,Pusa hispida",Erignathus barbatus,Erignathus barbatus,Erignathus barbatus,NCBI,0.988,Phocidae,Mammalia
"Phoca largha,Erignathus barbatus,Pusa hispida",Pusa hispida,Pusa hispida,Pusa hispida,NCBI,0.988,Phocidae,Mammalia
Ichneumia albicauda,Ichneumia albicauda,Ichneumia albicauda,Ichneumia albicauda,NCBI,0.988,Herpestidae,Mammalia
Odocoileus virginianus,Odocoileus virginianus,Odocoileus virginianus,Odocoileus virginianus,NCBI,0.988,Cervidae,Mammalia
Hystrix indica,Hystrix indica,Hystrix indica,Hystrix indica,NCBI,0.988,Hystricidae,Mammalia
"Felis chaus,Canis aureus,Vulpes bengalensis",Felis chaus,Felis chaus,Felis chaus,NCBI,0.988,Felidae,Mammalia
"Felis chaus,Canis aureus,Vulpes bengalensis",Canis aureus,Canis aureus,Canis aureus,NCBI,0.988,Canidae,Mammalia
"Felis chaus,Canis aureus,Vulpes bengalensis",Vulpes bengalensis,Vulpes bengalensis,Vulpes bengalensis,NCBI,0.988,Canidae,Mammalia
Sturnira lilium,Sturnira lilium,Sturnira lilium,Sturnira lilium,NCBI,0.988,Phyllostomidae,Mammalia
Chlorocebus aethiops,Chlorocebus aethiops,Chlorocebus aethiops,Chlorocebus aethiops,NCBI,0.988,Cercopithecidae,Mammalia
Panthera onca,Panthera onca,Panthera onca,Panthera onca,NCBI,0.988,Felidae,Mammalia
Mola mola,Mola mola,Mola mola,Mola mola,NCBI,0.988,Molidae,Teleostei
Cygnus buccinator,Cygnus buccinator,Cygnus buccinator,Cygnus buccinator,NCBI,0.988,Anatidae,Aves
"Francolinus erckelii,Lophura leucomelanos",Francolinus erckelii,Francolinus erckelii,Francolinus erckelii,NCBI,0.988,Phasianidae,Aves
"Francolinus erckelii,Lophura leucomelanos",Lophura leucomelanos,Lophura leucomelanos,Lophura leucomelanos,NCBI,0.988,Phasianidae,Aves
Lepus timidus,Lepus timidus,Lepus timidus,Lepus timidus,NCBI,0.988,Leporidae,Mammalia
Aphelocoma insularis,Aphelocoma insularis,Aphelocoma insularis,Aphelocoma insularis,NCBI,0.988,Corvidae,Aves
"Corvus ,Corvus frugilegus",Corvus,Corvus,Corvus,Catalogue of Life,0.75,Corvidae,Aves
"Corvus ,Corvus frugilegus",Corvus frugilegus,Corvus frugilegus,Corvus frugilegus,NCBI,0.988,Corvidae,Aves
Pagophila eburnea,Pagophila eburnea,Pagophila eburnea,Pagophila eburnea,NCBI,0.988,Laridae,Aves
Chlorocebus,Chlorocebus,Chlorocebus,Chlorocebus,Catalogue of Life,0.75,Cercopithecidae,Mammalia
"Panthera pardus,Acinonyx jubatus,Canis mesomelas,Geochelone pardalis,Tragelaphus ,Tragelaphus strepsiceros,Hyaena brunnea",Panthera pardus,Panthera pardus,Panthera pardus,NCBI,0.988,Felidae,Mammalia
"Panthera pardus,Acinonyx jubatus,Canis mesomelas,Geochelone pardalis,Tragelaphus ,Tragelaphus strepsiceros,Hyaena brunnea",Acinonyx jubatus,Acinonyx jubatus,Acinonyx jubatus,NCBI,0.988,Felidae,Mammalia
"Panthera pardus,Acinonyx jubatus,Canis mesomelas,Geochelone pardalis,Tragelaphus ,Tragelaphus strepsiceros,Hyaena brunnea",Canis mesomelas,Canis mesomelas,Canis mesomelas,NCBI,0.988,Canidae,Mammalia
"Panthera pardus,Acinonyx jubatus,Canis mesomelas,Geochelone pardalis,Tragelaphus ,Tragelaphus strepsiceros,Hyaena brunnea",Geochelone pardalis,Geochelone pardalis,Geochelone pardalis,Freebase,0.988,,
"Panthera pardus,Acinonyx jubatus,Canis mesomelas,Geochelone pardalis,Tragelaphus ,Tragelaphus strepsiceros,Hyaena brunnea",Tragelaphus,Tragelaphus,Tragelaphus,Catalogue of Life,0.75,Bovidae,Mammalia
"Panthera pardus,Acinonyx jubatus,Canis mesomelas,Geochelone pardalis,Tragelaphus ,Tragelaphus strepsiceros,Hyaena brunnea",Tragelaphus strepsiceros,Tragelaphus strepsiceros,Tragelaphus strepsiceros,NCBI,0.988,Bovidae,Mammalia
"Panthera pardus,Acinonyx jubatus,Canis mesomelas,Geochelone pardalis,Tragelaphus ,Tragelaphus strepsiceros,Hyaena brunnea",Hyaena brunnea,Hyaena brunnea,Hyaena brunnea,Freebase,0.988,Hyaenidae,Mammalia
Corvus monedula,Corvus monedula,Corvus monedula,Corvus monedula,NCBI,0.988,,
Globicephala macrorhynchus,Globicephala macrorhynchus,Globicephala macrorhynchus,Globicephala macrorhynchus,NCBI,0.988,Delphinidae,Mammalia
Panthera,Panthera,Panthera,Panthera,Catalogue of Life,0.75,Felidae,Mammalia
"Panthera ,Panthera onca",Panthera,Panthera,Panthera,Catalogue of Life,0.75,Felidae,Mammalia
"Panthera ,Panthera onca",Panthera onca,Panthera onca,Panthera onca,NCBI,0.988,Felidae,Mammalia
Leopardus pardalis,Leopardus pardalis,Leopardus pardalis,Leopardus pardalis,NCBI,0.988,Felidae,Mammalia
"Vulpes vulpes,Urocyon cinereoargenteus",Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,NCBI,0.988,Canidae,Mammalia
"Vulpes vulpes,Urocyon cinereoargenteus",Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,NCBI,0.988,Canidae,Mammalia
Macropus giganteus,Macropus giganteus,Macropus giganteus,Macropus giganteus,NCBI,0.988,Macropodidae,Mammalia
Polemaetus bellicosus,Polemaetus bellicosus,Polemaetus bellicosus,Polemaetus bellicosus,NCBI,0.988,Accipitridae,Aves
"Canis mesomelas,Caracal caracal",Canis mesomelas,Canis mesomelas,Canis mesomelas,NCBI,0.988,Canidae,Mammalia
"Canis mesomelas,Caracal caracal",Caracal caracal,Caracal caracal,Caracal caracal,NCBI,0.988,Felidae,Mammalia
Pterodroma neglecta,Pterodroma neglecta,Pterodroma neglecta,Pterodroma neglecta,NCBI,0.988,Procellariidae,Aves
Equus hemionus,Equus hemionus,Equus hemionus,Equus hemionus,NCBI,0.988,Equidae,Mammalia
Somateria spectabilis,Somateria spectabilis,Somateria spectabilis,Somateria spectabilis,NCBI,0.988,Anatidae,Aves
Aptenodytes patagonicus,Aptenodytes patagonicus,Aptenodytes patagonicus,Aptenodytes patagonicus,NCBI,0.988,Spheniscidae,Aves
Potos flavus,Potos flavus,Potos flavus,Potos flavus,NCBI,0.988,Procyonidae,Mammalia
"Rissa ,Rissa tridactyla",Rissa,Rissa,Rissa,Catalogue of Life,0.75,Laridae,Aves
"Rissa ,Rissa tridactyla",Rissa tridactyla,Rissa tridactyla,Rissa tridactyla,NCBI,0.988,Laridae,Aves
Calidris canutus,Calidris canutus,Calidris canutus,Calidris canutus,NCBI,0.988,Scolopacidae,Aves
"Ceratotherium simum,Diceros bicornis",Ceratotherium simum,Ceratotherium simum,Ceratotherium simum,NCBI,0.988,Rhinocerotidae,Mammalia
"Ceratotherium simum,Diceros bicornis",Diceros bicornis,Diceros bicornis,Diceros bicornis,NCBI,0.988,Rhinocerotidae,Mammalia
Panthera leo,Panthera leo,Panthera leo,Panthera leo,NCBI,0.988,Felidae,Mammalia
Equus quagga,Equus quagga,Equus quagga,Equus quagga,Freebase,0.988,Equidae,Mammalia
"Nycticebus ,Nycticebus javanicus",Nycticebus,Nycticebus,Nycticebus,Catalogue of Life,0.75,Lorisidae,Mammalia
"Nycticebus ,Nycticebus javanicus",Nycticebus javanicus,Nycticebus javanicus,Nycticebus javanicus,NCBI,0.988,Lorisidae,Mammalia
"Anas platyrhynchos,Anas penelope,Aythya ferina",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988,Anatidae,Aves
"Anas platyrhynchos,Anas penelope,Aythya ferina",Anas penelope,Anas penelope,Anas penelope,Freebase,0.988,Anatidae,Aves
"Anas platyrhynchos,Anas penelope,Aythya ferina",Aythya ferina,Aythya ferina,Aythya ferina,NCBI,0.988,Anatidae,Aves
Falco biarmicus,Falco biarmicus,Falco biarmicus,Falco biarmicus,NCBI,0.988,Falconidae,Aves
"Cetacea ,Mesoplodon bidens,Balaenoptera physalus,Megaptera novaeangliae,Physeter macrocephalus",Cetacea,Cetacea,Cetacea,Catalogue of Life,0.75,,Mammalia
"Cetacea ,Mesoplodon bidens,Balaenoptera physalus,Megaptera novaeangliae,Physeter macrocephalus",Mesoplodon bidens,Mesoplodon bidens,Mesoplodon bidens,NCBI,0.988,Hyperoodontidae,Mammalia
"Cetacea ,Mesoplodon bidens,Balaenoptera physalus,Megaptera novaeangliae,Physeter macrocephalus",Balaenoptera physalus,Balaenoptera physalus,Balaenoptera physalus,NCBI,0.988,Balaenopteridae,Mammalia
"Cetacea ,Mesoplodon bidens,Balaenoptera physalus,Megaptera novaeangliae,Physeter macrocephalus",Megaptera novaeangliae,Megaptera novaeangliae,Megaptera novaeangliae,NCBI,0.988,Balaenopteridae,Mammalia
"Cetacea ,Mesoplodon bidens,Balaenoptera physalus,Megaptera novaeangliae,Physeter macrocephalus",Physeter macrocephalus,Physeter macrocephalus,Physeter macrocephalus,Freebase,0.988,Physeteridae,Mammalia
Larus audouinii,Larus audouinii,Larus audouinii,Larus audouinii,AnAge,0.988,,
Larus,Larus,Larus,Larus,Catalogue of Life,0.75,Laridae,Aves
"Larus audouinii,Larus michahellis",Larus audouinii,Larus audouinii,Larus audouinii,AnAge,0.988,,
"Larus audouinii,Larus michahellis",Larus michahellis,Larus michahellis,Larus michahellis,NCBI,0.988,Laridae,Aves
"Larus marinus,Larus fuscus,Larus argentatus",Larus marinus,Larus marinus,Larus marinus,NCBI,0.988,Laridae,Aves
"Larus marinus,Larus fuscus,Larus argentatus",Larus fuscus,Larus fuscus,Larus fuscus,NCBI,0.988,Laridae,Aves
"Larus marinus,Larus fuscus,Larus argentatus",Larus argentatus,Larus argentatus,Larus argentatus,NCBI,0.988,Laridae,Aves
"Ichthyaetus audouinii,Larus michahellis",Ichthyaetus audouinii,Ichthyaetus audouinii,Ichthyaetus audouinii,NCBI,0.988,Laridae,Aves
"Ichthyaetus audouinii,Larus michahellis",Larus michahellis,Larus michahellis,Larus michahellis,NCBI,0.988,Laridae,Aves
Phoebastria immutabilis,Phoebastria immutabilis,Phoebastria immutabilis,Phoebastria immutabilis,NCBI,0.988,Diomedeidae,Aves
Oceanodroma leucorhoa,Oceanodroma leucorhoa,Oceanodroma leucorhoa,Oceanodroma leucorhoa,Freebase,0.988,Hydrobatidae,Aves
Dermochelys coriacea,Dermochelys coriacea,Dermochelys coriacea,Dermochelys coriacea,NCBI,0.988,Dermochelyidae,Reptilia
Daubentonia madagascariensis,Daubentonia madagascariensis,Daubentonia madagascariensis,Daubentonia madagascariensis,NCBI,0.988,Daubentoniidae,Mammalia
"Hapalemur simus,Varecia variegata,Propithecus diadema",Hapalemur simus,Hapalemur simus,Hapalemur simus,AnAge,0.988,,
"Hapalemur simus,Varecia variegata,Propithecus diadema",Varecia variegata,Varecia variegata,Varecia variegata,NCBI,0.988,Lemuridae,Mammalia
"Hapalemur simus,Varecia variegata,Propithecus diadema",Propithecus diadema,Propithecus diadema,Propithecus diadema,NCBI,0.988,Indriidae,Mammalia
"Panthera pardus,Chlorocebus ,Papio ",Panthera pardus,Panthera pardus,Panthera pardus,NCBI,0.988,Felidae,Mammalia
"Panthera pardus,Chlorocebus ,Papio ",Chlorocebus,Chlorocebus,Chlorocebus,Catalogue of Life,0.75,Cercopithecidae,Mammalia
"Panthera pardus,Chlorocebus ,Papio ",Papio,Papio,Papio,Catalogue of Life,0.75,Cercopithecidae,Mammalia
Leptoptilos javanicus,Leptoptilos javanicus,Leptoptilos javanicus,Leptoptilos javanicus,NCBI,0.988,Ciconiidae,Aves
Noctilio albiventris,Noctilio albiventris,Noctilio albiventris,Noctilio albiventris,NCBI,0.988,Noctilionidae,Mammalia
Phoenicopterus minor,Phoenicopterus minor,Phoenicopterus minor,Phoenicopterus minor,Freebase,0.988,,
Phoeniconaias minor,Phoeniconaias minor,Phoeniconaias minor,Phoeniconaias minor,Encyclopedia of Life,0.988,Phoenicopteridae,Aves
Aythya affinis,Aythya affinis,Aythya affinis,Aythya affinis,NCBI,0.988,Anatidae,Aves
"Aquila clanga,Aquila pomarina,Haliaeetus albicilla",Aquila clanga,Aquila clanga,Aquila clanga,Freebase,0.988,Accipitridae,Aves
"Aquila clanga,Aquila pomarina,Haliaeetus albicilla",Aquila pomarina,Aquila pomarina,Aquila pomarina,Freebase,0.988,Accipitridae,Aves
"Aquila clanga,Aquila pomarina,Haliaeetus albicilla",Haliaeetus albicilla,Haliaeetus albicilla,Haliaeetus albicilla,NCBI,0.988,Accipitridae,Aves
Anser erythropus,Anser erythropus,Anser erythropus,Anser erythropus,NCBI,0.988,Anatidae,Aves
Tringa flavipes,Tringa flavipes,Tringa flavipes,Tringa flavipes,NCBI,0.988,Scolopacidae,Aves
"Accipiter ,Accipiter brevipes",Accipiter,Accipiter,Accipiter,Catalogue of Life,0.75,Accipitridae,Aves
"Accipiter ,Accipiter brevipes",Accipiter brevipes,Accipiter brevipes,Accipiter brevipes,NCBI,0.988,Accipitridae,Aves
"Trigonoceps occipitalis,Torgos tracheliotus",Trigonoceps occipitalis,Trigonoceps occipitalis,Trigonoceps occipitalis,NCBI,0.988,Accipitridae,Aves
"Trigonoceps occipitalis,Torgos tracheliotus",Torgos tracheliotus,Torgos tracheliotus,Torgos tracheliotus,Encyclopedia of Life,0.988,Accipitridae,Aves
"Aquila heliaca,Milvus milvus",Aquila heliaca,Aquila heliaca,Aquila heliaca,NCBI,0.988,Accipitridae,Aves
"Aquila heliaca,Milvus milvus",Milvus milvus,Milvus milvus,Milvus milvus,NCBI,0.988,Accipitridae,Aves
"Ciconia nigra,Aquila pomarina",Ciconia nigra,Ciconia nigra,Ciconia nigra,NCBI,0.988,Ciconiidae,Aves
"Ciconia nigra,Aquila pomarina",Aquila pomarina,Aquila pomarina,Aquila pomarina,Freebase,0.988,Accipitridae,Aves
"Anas platyrhynchos,Fulica atra",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988,Anatidae,Aves
"Anas platyrhynchos,Fulica atra",Fulica atra,Fulica atra,Fulica atra,NCBI,0.988,Rallidae,Aves
"Milvus migrans,Milvus milvus",Milvus migrans,Milvus migrans,Milvus migrans,NCBI,0.988,Accipitridae,Aves
"Milvus migrans,Milvus milvus",Milvus milvus,Milvus milvus,Milvus milvus,NCBI,0.988,Accipitridae,Aves
Aquila pomarina,Aquila pomarina,Aquila pomarina,Aquila pomarina,Freebase,0.988,Accipitridae,Aves
"Aquila chrysaetos,Circus cyaneus,Circaetus gallicus,Aquila nipalensis,Milvus lineatus",Aquila chrysaetos,Aquila chrysaetos,Aquila chrysaetos,NCBI,0.988,Accipitridae,Aves
"Aquila chrysaetos,Circus cyaneus,Circaetus gallicus,Aquila nipalensis,Milvus lineatus",Circus cyaneus,Circus cyaneus,Circus cyaneus,NCBI,0.988,Accipitridae,Aves
"Aquila chrysaetos,Circus cyaneus,Circaetus gallicus,Aquila nipalensis,Milvus lineatus",Circaetus gallicus,Circaetus gallicus,Circaetus gallicus,NCBI,0.988,Accipitridae,Aves
"Aquila chrysaetos,Circus cyaneus,Circaetus gallicus,Aquila nipalensis,Milvus lineatus",Aquila nipalensis,Aquila nipalensis,Aquila nipalensis,NCBI,0.988,Accipitridae,Aves
"Aquila chrysaetos,Circus cyaneus,Circaetus gallicus,Aquila nipalensis,Milvus lineatus",Milvus lineatus,Milvus lineatus,Milvus lineatus,CU*STAR,0.988,,
Steatornis caripensis,Steatornis caripensis,Steatornis caripensis,Steatornis caripensis,NCBI,0.988,Steatornithidae,Aves
Cygnus cygnus,Cygnus cygnus,Cygnus cygnus,Cygnus cygnus,NCBI,0.988,Anatidae,Aves
"Tetrax ,Tetrax tetrax",Tetrax,Tetrax,Tetrax,Catalogue of Life,0.75,Otididae,Aves
"Tetrax ,Tetrax tetrax",Tetrax tetrax,Tetrax tetrax,Tetrax tetrax,NCBI,0.988,Otididae,Aves
Eudyptula minor,Eudyptula minor,Eudyptula minor,Eudyptula minor,NCBI,0.988,Spheniscidae,Aves
"Bos ,Bos grunniens",Bos,Bos,Bos,Catalogue of Life,0.75,Bovidae,Mammalia
"Bos ,Bos grunniens",Bos grunniens,Bos grunniens,Bos grunniens,NCBI,0.988,Bovidae,Mammalia
Perameles nasuta,Perameles nasuta,Perameles nasuta,Perameles nasuta,NCBI,0.988,Peramelidae,Mammalia
"Gyps fulvus,Gyps africanus,Torgos tracheliotus",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988,Accipitridae,Aves
"Gyps fulvus,Gyps africanus,Torgos tracheliotus",Gyps africanus,Gyps africanus,Gyps africanus,NCBI,0.988,Accipitridae,Aves
"Gyps fulvus,Gyps africanus,Torgos tracheliotus",Torgos tracheliotus,Torgos tracheliotus,Torgos tracheliotus,Encyclopedia of Life,0.988,Accipitridae,Aves
Urodynamis taitensis,Urodynamis taitensis,Urodynamis taitensis,Urodynamis taitensis,NCBI,0.988,Cuculidae,Aves
Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,Clangula hyemalis,NCBI,0.988,Anatidae,Aves
Stercorarius longicaudus,Stercorarius longicaudus,Stercorarius longicaudus,Stercorarius longicaudus,NCBI,0.988,Stercorariidae,Aves
Phylloscopus sibilatrix,Phylloscopus sibilatrix,Phylloscopus sibilatrix,Phylloscopus sibilatrix,NCBI,0.988,,
Lophaetus occipitalis,Lophaetus occipitalis,Lophaetus occipitalis,Lophaetus occipitalis,NCBI,0.988,Accipitridae,Aves
Macronectes giganteus,Macronectes giganteus,Macronectes giganteus,Macronectes giganteus,NCBI,0.988,Procellariidae,Aves
Pteropus rufus,Pteropus rufus,Pteropus rufus,Pteropus rufus,NCBI,0.988,Pteropodidae,Mammalia
Spheniscus magellanicus,Spheniscus magellanicus,Spheniscus magellanicus,Spheniscus magellanicus,NCBI,0.988,Spheniscidae,Aves
Isurus oxyrinchus,Isurus oxyrinchus,Isurus oxyrinchus,Isurus oxyrinchus,NCBI,0.988,Lamnidae,Chondrichthyes
Bungarus candidus,Bungarus candidus,Bungarus candidus,Bungarus candidus,NCBI,0.988,Elapidae,Reptilia
Anas,Anas,Anas,Anas,Catalogue of Life,0.75,Anatidae,Aves
Chrysocyon brachyurus,Chrysocyon brachyurus,Chrysocyon brachyurus,Chrysocyon brachyurus,NCBI,0.988,Canidae,Mammalia
Lophocebus albigena,Lophocebus albigena,Lophocebus albigena,Lophocebus albigena,NCBI,0.988,Cercopithecidae,Mammalia
"Aquila rapax,Gyps rueppellii,Polemaetus bellicosus,Gyps africanus,Torgos tracheliotus,Aquila spilogaster",Aquila rapax,Aquila rapax,Aquila rapax,NCBI,0.988,Accipitridae,Aves
"Aquila rapax,Gyps rueppellii,Polemaetus bellicosus,Gyps africanus,Torgos tracheliotus,Aquila spilogaster",Gyps rueppellii,Gyps rueppellii,Gyps rueppellii,NCBI,0.988,Accipitridae,Aves
"Aquila rapax,Gyps rueppellii,Polemaetus bellicosus,Gyps africanus,Torgos tracheliotus,Aquila spilogaster",Polemaetus bellicosus,Polemaetus bellicosus,Polemaetus bellicosus,NCBI,0.988,Accipitridae,Aves
"Aquila rapax,Gyps rueppellii,Polemaetus bellicosus,Gyps africanus,Torgos tracheliotus,Aquila spilogaster",Gyps africanus,Gyps africanus,Gyps africanus,NCBI,0.988,Accipitridae,Aves
"Aquila rapax,Gyps rueppellii,Polemaetus bellicosus,Gyps africanus,Torgos tracheliotus,Aquila spilogaster",Torgos tracheliotus,Torgos tracheliotus,Torgos tracheliotus,Encyclopedia of Life,0.988,Accipitridae,Aves
"Aquila rapax,Gyps rueppellii,Polemaetus bellicosus,Gyps africanus,Torgos tracheliotus,Aquila spilogaster",Aquila spilogaster,Aquila spilogaster,Aquila spilogaster,NCBI,0.988,Accipitridae,Aves
Limosa fedoa,Limosa fedoa,Limosa fedoa,Limosa fedoa,NCBI,0.988,Scolopacidae,Aves
"Brachyramphus ,Brachyramphus marmoratus",Brachyramphus,Brachyramphus,Brachyramphus,Catalogue of Life,0.75,Alcidae,Aves
"Brachyramphus ,Brachyramphus marmoratus",Brachyramphus marmoratus,Brachyramphus marmoratus,Brachyramphus marmoratus,NCBI,0.988,Alcidae,Aves
Brachyramphus marmoratus,Brachyramphus marmoratus,Brachyramphus marmoratus,Brachyramphus marmoratus,NCBI,0.988,Alcidae,Aves
Marmaronetta angustirostris,Marmaronetta angustirostris,Marmaronetta angustirostris,Marmaronetta angustirostris,NCBI,0.988,Anatidae,Aves
Buteo albigula,Buteo albigula,Buteo albigula,Buteo albigula,NCBI,0.988,Accipitridae,Aves
Martes pennanti,Martes pennanti,Martes pennanti,Martes pennanti,NCBI,0.988,,
Suricata suricatta,Suricata suricatta,Suricata suricatta,Suricata suricatta,NCBI,0.988,Herpestidae,Mammalia
Peponocephala electra,Peponocephala electra,Peponocephala electra,Peponocephala electra,NCBI,0.988,Delphinidae,Mammalia
"Gulo gulo,Martes americana,Lynx canadensis,Canis lupus,Canis latrans,Vulpes vulpes",Gulo gulo,Gulo gulo,Gulo gulo,NCBI,0.988,Mustelidae,Mammalia
"Gulo gulo,Martes americana,Lynx canadensis,Canis lupus,Canis latrans,Vulpes vulpes",Martes americana,Martes americana,Martes americana,NCBI,0.988,Mustelidae,Mammalia
"Gulo gulo,Martes americana,Lynx canadensis,Canis lupus,Canis latrans,Vulpes vulpes",Lynx canadensis,Lynx canadensis,Lynx canadensis,NCBI,0.988,Felidae,Mammalia
"Gulo gulo,Martes americana,Lynx canadensis,Canis lupus,Canis latrans,Vulpes vulpes",Canis lupus,Canis lupus,Canis lupus,NCBI,0.988,Canidae,Mammalia
"Gulo gulo,Martes americana,Lynx canadensis,Canis lupus,Canis latrans,Vulpes vulpes",Canis latrans,Canis latrans,Canis latrans,NCBI,0.988,Canidae,Mammalia
"Gulo gulo,Martes americana,Lynx canadensis,Canis lupus,Canis latrans,Vulpes vulpes",Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,NCBI,0.988,Canidae,Mammalia
Myotis vivesi,Myotis vivesi,Myotis vivesi,Myotis vivesi,NCBI,0.988,Vespertilionidae,Mammalia
"Buteo buteo,Circus aeruginosus",Buteo buteo,Buteo buteo,Buteo buteo,NCBI,0.988,Accipitridae,Aves
"Buteo buteo,Circus aeruginosus",Circus aeruginosus,Circus aeruginosus,Circus aeruginosus,NCBI,0.988,Accipitridae,Aves
"Ursus americanus,Lynx rufus,Canis lupus,Canis latrans",Ursus americanus,Ursus americanus,Ursus americanus,NCBI,0.988,Ursidae,Mammalia
"Ursus americanus,Lynx rufus,Canis lupus,Canis latrans",Lynx rufus,Lynx rufus,Lynx rufus,NCBI,0.988,Felidae,Mammalia
"Ursus americanus,Lynx rufus,Canis lupus,Canis latrans",Canis lupus,Canis lupus,Canis lupus,NCBI,0.988,Canidae,Mammalia
"Ursus americanus,Lynx rufus,Canis lupus,Canis latrans",Canis latrans,Canis latrans,Canis latrans,NCBI,0.988,Canidae,Mammalia
"Geronticus eremita,Milvus milvus,Aegypius monachus",Geronticus eremita,Geronticus eremita,Geronticus eremita,NCBI,0.988,Threskiornithidae,Aves
"Geronticus eremita,Milvus milvus,Aegypius monachus",Milvus milvus,Milvus milvus,Milvus milvus,NCBI,0.988,Accipitridae,Aves
"Geronticus eremita,Milvus milvus,Aegypius monachus",Aegypius monachus,Aegypius monachus,Aegypius monachus,NCBI,0.988,Accipitridae,Aves
Xema sabini,Xema sabini,Xema sabini,Xema sabini,NCBI,0.988,Laridae,Aves
Actitis hypoleucos,Actitis hypoleucos,Actitis hypoleucos,Actitis hypoleucos,NCBI,0.988,Scolopacidae,Aves
Elaenia albiceps,Elaenia albiceps,Elaenia albiceps,Elaenia albiceps,NCBI,0.988,Tyrannidae,Aves
"Bucephala islandica,Histrionicus histrionicus,Melanitta perspicillata",Bucephala islandica,Bucephala islandica,Bucephala islandica,NCBI,0.988,Anatidae,Aves
"Bucephala islandica,Histrionicus histrionicus,Melanitta perspicillata",Histrionicus histrionicus,Histrionicus histrionicus,Histrionicus histrionicus,NCBI,0.988,Anatidae,Aves
"Bucephala islandica,Histrionicus histrionicus,Melanitta perspicillata",Melanitta perspicillata,Melanitta perspicillata,Melanitta perspicillata,NCBI,0.988,Anatidae,Aves
Hydrobates,Hydrobates,Hydrobates,Hydrobates,Catalogue of Life,0.75,Hydrobatidae,Aves
Equus burchellii,Equus burchellii,Equus burchellii,Equus burchellii,NCBI,0.988,,
Progne subis,Progne subis,Progne subis,Progne subis,NCBI,0.988,Hirundinidae,Aves
Tyrannus savana,Tyrannus savana,Tyrannus savana,Tyrannus savana,NCBI,0.988,Tyrannidae,Aves
